match_id,distance_to_goal,shot_angle_rad,keeper_pressure_ratio,nearest_defender_distance,blocker_count,defenders_count,under_pressure,is_goal,body_part_Left Foot,body_part_Other,body_part_Right Foot,play_pattern_From Counter,play_pattern_From Free Kick,play_pattern_From Goal Kick,play_pattern_From Keeper,play_pattern_From Kick Off,play_pattern_From Throw In,play_pattern_Regular Play,active_shot_type
267576,23.75478899085404,0.2866191225466192,0.9379648864789024,5.2554733373883655,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1
267611,30.640006527414453,0.2414032759060568,0.9908347472952443,8.570297544426337,4,10,0,0,0,0,1,0,1,0,0,0,0,0,1
267611,16.794344286098223,0.2445806443967764,0.7960414381686971,1.3892443989449843,1,7,0,0,0,0,1,0,1,0,0,0,0,0,1
267611,9.404786015641182,0.7986762389773857,0.938709649220596,0.8062257748298522,1,8,1,1,0,0,0,0,0,0,0,0,1,0,1
267611,8.672946442818606,0.8303605830188795,0.7412522729805838,1.341640786499877,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1
267611,40.75904807524337,0.1728166046937971,0.9514077300893522,2.051828452868318,1,10,0,0,0,0,1,0,1,0,0,0,0,0,1
267611,23.40341855370707,0.3385132742171979,0.9315270485745196,0.7071067811865505,3,8,0,0,0,0,1,0,1,0,0,0,0,0,1
267611,16.857342613828557,0.4428982588709105,0.8591973460910239,2.720294101747096,1,5,0,0,1,0,0,0,0,0,0,0,0,1,1
267611,23.73036030067812,0.3335851293047397,0.8675747118850928,5.4817880294662995,1,8,0,0,0,0,1,0,0,0,0,0,0,1,1
267611,16.86208765248242,0.214300488373577,0.7061984709544716,2.376972864800942,1,7,0,0,0,0,1,0,0,0,0,0,0,1,1
267611,14.07586587034702,0.4027759979438753,0.93632105500934,7.359347797189641,1,7,0,1,0,0,1,0,1,0,0,0,0,0,1
267611,17.48056063174176,0.2848824947326874,0.8606474744833801,1.780449381476481,1,6,0,0,1,0,0,0,0,0,0,0,0,1,1
267611,19.927869931329845,0.2546354382260385,0.7690961343157959,1.5652475842498466,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1
267611,19.843638779215876,0.3436861608919687,0.7121438360565651,2.2022715545545206,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1
267611,12.85029182548007,0.3259089104675914,0.4778126953528637,3.3541019662496847,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1
267611,29.822139426942535,0.2630637148686216,0.8865683381377657,5.5578772926361015,1,7,0,0,1,0,0,0,1,0,0,0,0,0,1
267611,14.541320435228709,0.2752561460325813,0.6875922948001431,6.441273166075156,0,7,0,0,0,0,1,0,0,0,0,0,1,0,1
267611,33.753518335130636,0.2355517147049239,0.9053611158591452,2.5709920264364885,0,7,1,0,1,0,0,0,0,0,1,0,0,0,1
267611,9.12852671574116,0.6723455198929873,0.8831937506844402,0.7280109889280554,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1
267611,27.480356620684525,0.2803104459853869,0.9622631907349684,10.881176406988349,3,10,0,0,0,0,1,0,1,0,0,0,0,0,1
267611,31.041262860908223,0.2559830130798842,0.948199646070035,7.349829930005179,1,8,0,0,0,0,1,0,0,0,0,0,1,0,1
